"date","category","earned","earned_cumulative","budget","planned_cumulative"
"16/06/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"16/06/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"16/06/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"16/06/2018","P7.2.057 Landscaping",NA,NA,600,NA
"16/06/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"16/06/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"16/06/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"16/07/2018","",NA,NA,4.37554,NA
"16/07/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"16/07/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"16/07/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"16/07/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"16/07/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"16/07/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"16/07/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"16/07/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"16/07/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"16/07/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"16/07/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"16/07/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"16/07/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"16/07/2018","P7.2.057 Landscaping",NA,NA,600,NA
"16/07/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"16/07/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"16/07/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"16/08/2018","",NA,NA,4.37554,NA
"16/08/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"16/08/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"16/08/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"16/08/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"16/08/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"16/08/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"16/08/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"16/08/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"16/08/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"16/08/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"16/08/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"16/08/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"16/08/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"16/08/2018","P7.2.057 Landscaping",NA,NA,600,NA
"16/08/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"16/08/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"16/08/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"16/09/2018","",NA,NA,4.37554,NA
"16/09/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"16/09/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"16/09/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"16/09/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"16/09/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"16/09/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"16/09/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"16/09/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"16/09/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"16/09/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"16/09/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"16/09/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"16/09/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"16/09/2018","P7.2.057 Landscaping",NA,NA,600,NA
"16/09/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"16/09/2018","P7.2.062 Earthworks and Access Tracks",1226.86448055109,1226.86448055109,1806.15920716332,621.24
"16/09/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"16/10/2018","",0.01344,0.6570356,4.37554,NA
"16/10/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"16/10/2018","P7.2.003 PV Module Supply",NA,NA,NA,0.66
"16/10/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,1.98
"16/10/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"16/10/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"16/10/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"16/10/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,551.4
"16/10/2018","P7.2.012 Piling",148.9481252109,1953.99364860005,12438.475017612,480.38
"16/10/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"16/10/2018","P7.2.015 Fencing & Gates",NA,1.93023,2220.801105,1724.8
"16/10/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"16/10/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"16/10/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"16/10/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"16/10/2018","P7.2.054 Shipping - Piles (FOB China to Site)",NA,NA,NA,0.63
"16/10/2018","P7.2.057 Landscaping",NA,NA,600,NA
"16/10/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"16/10/2018","P7.2.062 Earthworks and Access Tracks",NA,1644.73050622008,1806.15920716332,1159.95
"16/10/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"16/11/2018","",0.3130526,2.0572885,4.37554,NA
"16/11/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"16/11/2018","P7.2.003 PV Module Supply",NA,NA,NA,3.98
"16/11/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,6.32
"16/11/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"16/11/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"16/11/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,362.53
"16/11/2018","P7.2.011 Roads and PCU Earthworks",NA,896.885496858117,4480.34095470976,2228.22
"16/11/2018","P7.2.012 Piling",255.62718786195,8240.39553250116,12438.475017612,2267.29
"16/11/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,1266.46
"16/11/2018","P7.2.015 Fencing & Gates",NA,388.490958,2220.801105,2200
"16/11/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,512.69
"16/11/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",373.160693641618,2292.55072723139,93792,6078.96
"16/11/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"16/11/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"16/11/2018","P7.2.054 Shipping - Piles (FOB China to Site)",NA,NA,NA,2.8
"16/11/2018","P7.2.057 Landscaping",NA,NA,600,NA
"16/11/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"16/11/2018","P7.2.062 Earthworks and Access Tracks",NA,1680.94097811602,1806.15920716332,1159.95
"16/11/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"16/12/2018","",NA,3.4113645,4.37554,NA
"16/12/2018","LOGISTIC Install PCU on Position",NA,NA,290,56
"16/12/2018","P7.2.003 PV Module Supply",NA,NA,NA,8.00999999999999
"16/12/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,7.86
"16/12/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,72
"16/12/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"16/12/2018","P7.2.010 Foundations Substation)",NA,1309.09090909091,4499.99999999999,2276.68
"16/12/2018","P7.2.011 Roads and PCU Earthworks",NA,2421.28482708064,4480.34095470976,3511.5
"16/12/2018","P7.2.012 Piling",NA,11343.3873077281,12438.475017612,6033.83
"16/12/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",62.6299690466179,956.017303778335,14114.5575031047,3505.24
"16/12/2018","P7.2.015 Fencing & Gates",NA,1853.3317815,2220.801105,2200
"16/12/2018","P7.2.019 Electrical Solar Farm",NA,253.307857142857,35970.2937714286,2400.24
"16/12/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,17445.1079727892,93792,25228.77
"16/12/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,80
"16/12/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"16/12/2018","P7.2.054 Shipping - Piles (FOB China to Site)",NA,NA,NA,4.2
"16/12/2018","P7.2.057 Landscaping",NA,NA,600,NA
"16/12/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,449.97
"16/12/2018","P7.2.062 Earthworks and Access Tracks",NA,1680.94097811602,1806.15920716332,1159.95
"16/12/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"17/01/2018","",NA,NA,4.37554,NA
"17/01/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"17/01/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"17/01/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"17/01/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"17/01/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"17/01/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"17/01/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"17/01/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"17/01/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"17/01/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"17/01/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"17/01/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"17/01/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"17/01/2018","P7.2.057 Landscaping",NA,NA,600,NA
"17/01/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"17/01/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"17/01/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"17/02/2018","",NA,NA,4.37554,NA
"17/02/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"17/02/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"17/02/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"17/02/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"17/02/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"17/02/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"17/02/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"17/02/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"17/02/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"17/02/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"17/02/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"17/02/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"17/02/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"17/02/2018","P7.2.057 Landscaping",NA,NA,600,NA
"17/02/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"17/02/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"17/02/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"17/03/2018","",NA,NA,4.37554,NA
"17/03/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"17/03/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"17/03/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"17/03/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"17/03/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"17/03/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"17/03/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"17/03/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"17/03/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"17/03/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"17/03/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"17/03/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"17/03/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"17/03/2018","P7.2.057 Landscaping",NA,NA,600,NA
"17/03/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"17/03/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"17/03/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"17/04/2018","",NA,NA,4.37554,NA
"17/04/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"17/04/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"17/04/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"17/04/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"17/04/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"17/04/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"17/04/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"17/04/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"17/04/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"17/04/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"17/04/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"17/04/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"17/04/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"17/04/2018","P7.2.057 Landscaping",NA,NA,600,NA
"17/04/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"17/04/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"17/04/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"17/05/2018","",NA,NA,4.37554,NA
"17/05/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"17/05/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"17/05/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"17/05/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"17/05/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"17/05/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"17/05/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"17/05/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"17/05/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"17/05/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"17/05/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"17/05/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"17/05/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"17/05/2018","P7.2.057 Landscaping",NA,NA,600,NA
"17/05/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"17/05/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"17/05/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"17/06/2018","",NA,NA,4.37554,NA
"17/06/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"17/06/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"17/06/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"17/06/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"17/06/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"17/06/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"17/06/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"17/06/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"17/06/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"17/06/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"17/06/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"17/06/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"17/06/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"17/06/2018","P7.2.057 Landscaping",NA,NA,600,NA
"17/06/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"17/06/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"17/06/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"17/07/2018","",NA,NA,4.37554,NA
"17/07/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"17/07/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"17/07/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"17/07/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"17/07/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"17/07/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"17/07/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"17/07/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"17/07/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"17/07/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"17/07/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"17/07/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"17/07/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"17/07/2018","P7.2.057 Landscaping",NA,NA,600,NA
"17/07/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"17/07/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"17/07/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"17/08/2018","",NA,NA,4.37554,NA
"17/08/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"17/08/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"17/08/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"17/08/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"17/08/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"17/08/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"17/08/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"17/08/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"17/08/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"17/08/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"17/08/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"17/08/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"17/08/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"17/08/2018","P7.2.057 Landscaping",NA,NA,600,NA
"17/08/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"17/08/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"17/08/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"17/09/2018","",0.01344,0.01344,4.37554,NA
"17/09/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"17/09/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"17/09/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"17/09/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"17/09/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"17/09/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"17/09/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"17/09/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"17/09/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"17/09/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"17/09/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"17/09/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"17/09/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"17/09/2018","P7.2.057 Landscaping",NA,NA,600,NA
